ID,Nom,Categorie,PrixAchat_FDJ,PrixVente_FDJ,Quantite,DateExpiration,PrixAchat_original_avant_correction,ProductID
126,NYSTASHA 100000 UI CPR VAGINAL B/14,Non catégorisé,600,0,2,,600000,3182BC67-4B4C-40E3-8DF3-4B507178C664
1286,PANTOPRAZ CRIS 40MG CPR GAST FL/28,Non catégorisé,950,1050,20,,,02B372FE-BE5E-4663-82D8-4B52AF990F60
326,NORMACOL LAVEMENT AD 130ML,Non catégorisé,610,850,30,,,BAF6BB6F-52BA-4D52-96E3-4B63943C63F9
788,DOPPELHERZ OMEGA-3FOLIC ACIDE+B6+B12 30CPS,Non catégorisé,1540,1600,3,,,AEEA9B09-53F1-4857-A263-4B75A28DDDDD
1233,PREGNACARE BREASTFEEDING 56 TAB/28CAP,Vitamine,2150,2750,8,,,C8B78556-C721-4F47-AE01-4B7D498BC93A
1060,Glucophe 850mg,Médicaments,1000,1100,0,,,37C5F24B-8E2E-4477-9B47-4B8D5AFFEDB8
417,ATACAND 16 MGBT/30 (FR),Médicaments,4850,4900,2,1/5/2027 12:00:00 AM,,28D98F17-5380-4BBA-BA18-4BE3AC5994D4
555,PIVALONE SUSP NAS DOSEUR 10ML,Non catégorisé,650,0,0,,,B6F721B3-BE6B-4E58-9D12-4BFA3CE4BBB4
1263,BIOHEALTH VITAMIN C 1000MG B20,Vitamine,600,700,11,7/11/2026 12:00:00 AM,,F34F98EB-C5F9-4049-9676-4C0933BFEC06
860,BPH FAMILY MASQUE AVOCAT CHEV. SEC 250ML 1,Non catégorisé,572,850,3,,,BF71648A-1FF1-49F6-BA4B-4C51A90CE85B
1095,CHICCO 6+ PHYSIO,Para-médical,1200,1300,3,,,9AE2CF79-632F-4A6A-BD5E-4C896E856C54
804,IXINE 100MG/5ML SUSP 40ML,Médicaments,930,0,0,,,CF5D945E-D1BF-4ACB-B986-4CAC13CD3250
387,100MG/200 DOSES,Non catégorisé,0,0,0,,,84DB2526-E031-4E4A-B3C3-4CFF6DDEFFFC
1170,MAG UP 24H EXPORT  BTE 15 CP,Vitamine,0,950,1,,,7A1755EB-18F4-4501-B21D-4D446AF3C976
761,LEUKOPLAST 5mx*18CM,Para-médical,2200,2300,2,6/9/2026 12:00:00 AM,,B417EE0C-BF73-4FC1-8C7C-4DA0E9E1AC7F
985,PEVAGINE 1%CREAM T/30G,Crème,850,950,8,,,50A81B1D-5575-4F06-9EB9-4DBC10FE7E3F
1326,R8779,Non catégorisé,0,500,12,,,23505C66-C411-477B-BEF3-4DD9D85E5D51
1110,ULTRA B COMPLEX 60 TAB,Non catégorisé,750,850,8,,,BE8C6D88-CD32-4EE3-B89E-4DDBAF1E7D57
382,MORIDIL SUPPO,Non catégorisé,250,700,5,1/1/2028 12:00:00 AM,,7F079823-40B1-46CC-BC18-4DDF8B978CDB
612,LASILIX CPR 40 MG,Médicaments,850,950,8,,,92C72A0A-67AC-4CD3-BD21-4E02DBA21038
1214,TRIBUTINE 0.787% SOL BUV F/250ML,Sirop,950,1050,9,,,469FCD1E-1F59-46B9-9162-4E2430801CDE
724,EFFERALGAN EFF 500 MG CPR B16,Non catégorisé,470,550,0,1/12/2027 12:00:00 AM,,6E26FA24-0273-4ABD-9CC6-4E48DCC21046
1159,BI PROFENID 150 MG 10 TB DR,Médicaments,1100,1150,6,,,9E3E72EE-B5F3-42E9-B21C-4E4E5DB241DD
1292,BIOHEALTH MULTIVITA&MINERAL EFFF,Non catégorisé,700,800,13,,,E3E482F0-9F6A-4299-8994-4E4F46EF76EF
653,FAUTEUIL ROULANT AVEC TOILET,Suppositoire,28000,28000,1,1/1/2030 12:00:00 AM,,F7E1E06E-B5BE-457C-84A6-4E7D1F77AEF4
924,DENTAWEISS DENTIFRICE CLASSIC MINT TB.50ML,Non catégorisé,370,550,10,,,8FFF1FEC-D36B-4D08-B5DA-4E9022D58FD5
432,BIDONTOGYL 1.5M.U.I/250MG (BIRODOGYL ) B/15,Médicaments,2150,2250,1,1/2/2027 12:00:00 AM,,44891993-10EE-4AD1-B6B9-4EB44DE90F4C
59,DOLIPRANE 1000MG CPR B8,Non catégorisé,380,450,47,,,30332EA2-6326-4699-9216-4EE947782F27
1259,STREPSILS HONEY,Médicaments,0,1300,3,,,3CB1DB70-F0D7-4A97-9113-4F7E8AE03C60
118,RINOGRIP SACHET BT/10,Sachet,650,750,2,,,07FC0FB6-FFDD-4C00-BECA-4FBDB1147122
154,GRANIONS COLLAGÈNE +BEAUTÉ SUBLIMLIFT 12G 10 SACHETS,Sachet,3150,3150,1,,,9347FFCB-F0E9-4927-BDD0-4FD7C75B4AD9
956,NEXIUM 20MG B/28 GELULES,Non catégorisé,1250,1300,29,,,5897F81F-67B9-46C0-B2FE-4FD819221577
1004,"DOXAFIN 2,5MG 150ML SYROP",Non catégorisé,750,850,3,,,EFB336B4-B09E-49B4-98B0-50275B17ECC6
248,ANTADYS CPR 100MG BT/15,Médicaments,860,900,3,,860000,59110383-F506-4DA4-945B-503D499A846C
1076,CALCID-DENK EFFER BT20,Vitamine,2450,2500,1,,,E74DD0CA-42B2-4D57-BD45-503F0EA2AD68
705,BACTRIM AD CPR BT20 FR,Non catégorisé,850,0,0,1/11/2029 12:00:00 AM,,83C03DFD-5668-4522-9A7D-504853517649
857,BPH FAMILY APR.SHAMP. AVOCAT CHEV. SEC 400ML,Non catégorisé,523,780,6,,,38CAD158-B51D-467B-A003-506EB4E102AE
819,TRIPOD CANE,Non catégorisé,2620,2720,1,,,F63D24AA-CF84-4BEB-A75C-509183F6FAA3
355,RIVACLOX 500MG 20CAPS,Médicaments,550,650,3,,,30FF791A-9B25-4F82-BC08-50972BFC25FC
77,SUPRADYN BOOST SANS B/10 EFF80,Sachet,2850,3000,3,1/12/2026 12:00:00 AM,,15D9F950-969F-44E8-BE0E-50CBEC28FEA5
689,INEXIUM 40MG CPR BT14,Médicaments,2350,2400,5,1/11/2026 12:00:00 AM,,36A83D8A-5639-4323-A587-5103629CC713
1177,HUMER SOL NAS BB/ENF  F/150ML,Non catégorisé,1650,1800,5,,,FE29E3C9-8310-44C0-A69A-5165EFB38C88
576,TENORMINE 50MG CPR BT30,Non catégorisé,1200,1350,10,,,9F16CF40-8B7B-46C3-B50B-51770EDA3CC5
244,DESLORA-DENK 5MG CPR BT/108,Non catégorisé,780,900,0,,,EAD0AD0D-E5DA-4B75-BB02-5180261D5587
1092,CHICCO 0+ PHYSIO,Para-médical,1200,1300,4,,,197FA85E-C8EB-477E-9401-51B078EFC791
496,INDOCOLYRE 0.1% COLLYRE FL5ML,Collyre,1700,1300,3,,,BC75849F-1080-49DB-900D-5223EE1C7C58
162,PEDIAKID FER+VIT B SIROP 125ML,Non catégorisé,2410,0,3,,2410000,B780E10E-CE3F-4778-B974-524D82F86700
169,MYCOSTER CREM DERM 1% TB 30G,Non catégorisé,970,0,10,,970000,1A576BC9-2D56-42BB-AB74-528BF597C63B
562,SENSODYNE BAD PRECISION MEDIUM BRUSH,Dermo-cosmétique,500,650,7,,,93A28984-0298-4401-B353-5297BD551123
252,DIFFU K-GELULE 600MG BT40,Non catégorisé,680,950,8,,680000,F4607C11-E486-4447-8433-529C5BE7B0D1
410,APAZIDE 200MG GELULES B/16 (NIFUROXAZIDE),Non catégorisé,500,0,0,,,3E2ECD7F-036E-46B4-BD18-52B76DDC5D69
535,NURABOL 2MG/5ML SP ENF,Sirop,600,750,62,1/6/2028 12:00:00 AM,,8517CB20-1101-442E-AAF3-5319A949E77B
369,JOINTACE OMEGA-3 30CPA,Non catégorisé,1190,1500,1,1/9/2027 12:00:00 AM,,E47DD652-099C-4639-95F8-532F160D4296
563,SENSODYNE RAPIDE ACTION T/75ML (FR) 3094904500015,Dermo-cosmétique,600,650,7,1/1/2027 12:00:00 AM,,FD7E41B5-CB8F-41BD-9F21-5398C2BC182B
492,HUMEX TOUX SECHE SP 150ML,Non catégorisé,900,1350,23,,,075ED500-145B-4453-9244-53EB46369979
847,SOOTHER PH COMFORT BLUE SIL 0-6 1PC C,Non catégorisé,1200,1500,100,,,9EC6D90C-8766-4D91-AFF6-5410364C49D2
1139,OPTIDEX COLLYER,Non catégorisé,850,950,4,,,8DF8274B-A1EE-4A8E-AACD-541321A70AF6
317,TEGRETOL CR 200MG 20TB,Non catégorisé,1250,0,5,,1250000,62512ACB-327E-482C-A787-541E83B656FA
88,DEBRIDAT 100MG CPR BT30,Non catégorisé,0,0,0,,,59EBEE1C-93DD-40E8-A412-543A26141E05
983,FERVEX SANS SUCRE ENF,Sachet,900,950,2,,,600892EE-2853-4238-A16F-5448A0C1C0DC
624,SEDORRHOIDE CREME EXPORT,Crème,800,950,10,,,4D69009B-CEB5-498E-AB9F-546132A63AF7
596,CATHETER JAUNE 24,Non catégorisé,150,0,0,,,2336AEFE-4BC9-45E5-BB9A-546665EB98F2
884,EVOLUDERM GEL DOUCHE ALOE VERA 500,Non catégorisé,659,980,3,,,6A3101D0-B4DC-4FCF-9E79-54BFFCA074CF
1057,BIOHEALTH ELETROLYTE EFF ORANGE B/20,Non catégorisé,700,800,4,,,413125A7-FD25-44E1-BFB4-54D19D5963B3
516,LEVOTHYROX 50UG CPR BT30,Médicaments,300,400,4,1/4/2027 12:00:00 AM,,A93D6F99-CF80-445D-AF6B-54D468B0317B
210,GENSIL SP F/100ML,Non catégorisé,400,600,18,,,B6FB5896-FC9D-45D0-B028-54D72F10717B
590,ZYLORIC 100MG CPR SEC B/28,Non catégorisé,500,0,0,,,8C71B9C5-5069-4BE4-A0E6-54E752755053
323,CATHATER COURT IV 22G BLEU,Non catégorisé,70,0,100,,70000,50C830E8-854A-4972-A152-55120CF0E1B2
167,DOPPELHERZ VITAL MATERNA PLUS 30 CPS3,Médicaments,1380,1450,5,,,6D5F0973-BD10-4CB3-B63C-552CA955C3B4
730,GLUCOPHAGE 850MG CPR BT30,Non catégorisé,950,1000,0,1/3/2029 12:00:00 AM,,42AB592F-5FB1-4792-BF1F-5543A9EA0E22
684,BABYSOIN SERUM PHYS BT30-5,Non catégorisé,150,200,9,1/9/2027 12:00:00 AM,,1203AAE3-5021-4E3B-B3B9-55A736B6FFCA
566,SERETIDE DISKU 250/50MCG 60DOSE,Para-médical,3800,4050,1,1/10/2026 12:00:00 AM,,7D8D5993-157C-473B-8326-55B09FC6B1B9
31,AMARYL 3MG 30TB,Médicaments,900,0,0,1/5/2027 12:00:00 AM,,DB6DF10C-98D1-4864-A887-55C0168D41EC
514,LEVOTHYROX 100MG CPR BT30,Médicaments,600,750,0,1/7/2027 12:00:00 AM,,D4BACCDA-4AF0-43B1-BAC3-5688C747514A
650,MAALOX SUSO 20 SACH,Sachet,1100,1300,8,1/12/2027 12:00:00 AM,,6AC785CA-C8BC-4EB1-AE31-56905F4CD989
16,BRONCATHIOL SIROP AD FL150ML,Sirop,750,950,8,1/3/2027 12:00:00 AM,,67659563-1E0E-4670-B0C1-56F59954EC2C
1252,blond langet,Para-médical,0,1000,2,,,FD453691-FAA3-4B6F-8A09-57437E43083C
670,PRINCI B FORT CPR TB30,Médicaments,1500,1600,9,1/7/2028 12:00:00 AM,,918E18CD-E05E-42A8-8356-5777BA5F5FC4
131,GRANIONS VITAMINERIS SENIOR 30 CPS EFF2,Vitamine,2210,2500,2,,,124286F2-7440-4769-A866-579E3C907FEA
873,FW ORIGINAL GLUTATION SAVON GOMMANT 200G,Non catégorisé,874,1250,6,,,4E221B6D-7757-4EF4-A385-57E2E698EC49
264,LEVOTHYROX 50MCG CP BT30,Non catégorisé,350,450,16,,350000,AFEBB5DF-708C-4373-9A4B-588B5C7241C5
752,MANNITOL INFUSION 100 ML,Sirop,680,750,38,,,4E4231C2-DF8F-437D-9036-5898FB1B0876
1206,POLYFRESH EXTRA SUD COLLYRE UNIDOSE 0.4ML B30,Non catégorisé,1500,1700,8,,,39F14D6A-53A6-4D60-ADE1-58C623B99A8E
1323,EXFORGE 10/160MG 28CPR,Médicaments,1400,1500,10,,,05264F95-A531-4BF3-A51F-58E66A82F7B0
1072,KETO FINE,Non catégorisé,0,1450,3,,,F34803F2-E8C3-46ED-9F86-58EDBF2F36B9
290,ERYTHROPOITINE 4000IU AMP INJ,Non catégorisé,1200,0,10,,1200000,D0881698-92C4-4E0F-AB33-58FCB122EEF0
1205,TRAVONORM PLUS CL 5ML COLLYRE,Non catégorisé,2320,2000,5,,,5B612870-EF0E-4FD7-A011-59623979F2D7
409,ANTALGEX T GEL B20,Médicaments,650,850,17,,,EE31A448-A69D-4724-A366-5988D8C20E67
1144,TERBISIL CREME,Crème,600,850,9,,,623AEA82-FFDA-4AF2-B92D-59D010F28653
955,NEXIUM 40MG B/28,Non catégorisé,1400,1500,0,,,E81C0B03-972C-4740-BB9F-59DFC43166C3
606,NIFEDI-DENK 20MG RET B30,Non catégorisé,850,950,1,,,DA4507D3-C8E0-4E34-BA7C-59E9B4E0F59B
910,BPH DEO. ROLL-ON 48H EXTRAIT DE BAMBOU SOML,Non catégorisé,404,600,6,,,D45F2BD0-90CA-468F-9963-5A2103FAC4D6
307,CARDENSIEL 5MG CPR SECABLE 30,Non catégorisé,1230,0,5,,1230000,638429CC-B76C-46C4-83E3-5A2B20CF0585
1213,FLUOCARIL BAD KIDS JUNIOR 6-13 ANS EXTRA SOFT,Para-médical,800,900,12,,,035C7A6F-4D14-4720-A5A0-5A7D303C1265
1280,DOLIPRANE 300MG G.ENF SACHET 12,Non catégorisé,430,500,10,,,F893AA91-B0E5-4249-A793-5AEE6AF9F1EA
1246,MONUROL SASE (FOSFOMYCIN) SACHET,Non catégorisé,1100,1200,10,,,30C2DAD7-2F54-4F7F-9F6F-5B041607A2B8
314,BD MICRO FINE PLUS PEN NEEDLES 5MM,Non catégorisé,5380,5500,1,,,98C12B31-7E56-42E9-9E01-5B043177C013
316,"SERINGUE BD MICRO-FINE 0,5ML 30G BT/104",Médicaments,540,600,16,,,0CACC3BC-4EE1-42F8-9BB8-5B1E9C926FF6
377,DOUCIA PLUS 30G,Pommade,220,450,26,1/10/2028 12:00:00 AM,,8A54D8D6-4AEE-4DEE-AC15-5B7860495AE0
631,BANDELETTE ON CALL PLUS,Dermo-cosmétique,1500,2400,19,,,D25F5EBA-28CB-47AE-8FFD-5C31A591F2C3
1176,ON CALL PLUS GLUCOMETRE,Non catégorisé,3000,3600,5,,,93E8E57B-8B62-439D-9146-5C4DC50EB951
941,aspirine 100 mg cp,Non catégorisé,960,0,0,,,CE1B0F94-EE55-4EDF-B0CB-5CACAF5DF939
794,MYCOSEDERMYL CREME NIT/ECANAZOLE 1%30G,Non catégorisé,830,930,7,,,2ADB3BBC-9E9A-4195-88E0-5D0B31505063
308,ULTRALEVURE 50MG GEL BTE 20,Médicaments,1720,2800,5,,1720000,E6BFFF78-723E-4BC1-87A6-5D0E3898A119
654,BEQUILLE EN FER,Non catégorisé,5000,5000,1,1/1/2030 12:00:00 AM,,D6085C0F-2B4B-41D2-A610-5D1D612331B2
18,VENTOLINE AEROS FL/100UG B/I,Para-médical,1250,1400,9,1/10/2026 12:00:00 AM,,D2764401-9846-4B29-9A9F-5D4165BFCC62
1283,CAC 1000 CP EFF BT/10,Vitamine,600,700,15,,,B07C4E40-31F2-40E9-813B-5D65B71B64FD
340,VITAMINE C CPR EFF 1GB/20,Non catégorisé,370,420,0,1/10/2028 12:00:00 AM,,E47BA930-7034-47C8-8274-5D6CB236CB90
339,DOLIPRANE 1G CPR B8,Non catégorisé,400,0,0,,,697FC357-6865-436E-B0C2-5D95756D5982
359,BISACODYL 5 MG ARROW CPR 30 (DULCOLAX ),Non catégorisé,850,0,0,,,77723BA4-43A7-4559-BC95-5DAE6734135C
1296,chicco 2-6M comfort 2 PIECE,Para-médical,0,1550,10,,,A3B2CAD2-C09A-407F-92E2-5E5C7A277D71
575,TENORMINE 100MG CPR BT30,Non catégorisé,2400,2000,5,,,7803D589-35E5-40DC-BDE3-5E7B2544A8B9
787,DOPPELHERZ VITAMINS FOR DIABETIC 30TABLET,Non catégorisé,1250,1300,3,,,40410303-91F8-4CCF-8DA0-5EA721048EAB
946,alfamet 250 mg cp,Non catégorisé,1470,0,10,,,1CE100C9-45EB-41AF-BCE0-5F2A0A0C8FD7
611,LASILIX FAIBLE CPR 20MG BT30,Médicaments,950,1050,0,,,AE8C1964-0641-4EA2-9003-5F4E4933321A
263,LEVOTHYROX 25MCG CPR SECABLE 30,Non catégorisé,300,0,0,,300000,7D795CD6-C0CB-4A19-A143-5F613C804F3D
999,BANDE GAZE LÀBELL 3M*5CM BOITE DE10,Para-médical,550,650,6,,,99AF3F73-873E-4ADF-86A5-5F9641ADF764
220,TOT-HEMA AMP BUV 10ML 20,Non catégorisé,1350,1450,29,,,F263060F-31A4-4619-96E0-5FA5B97F5C26
49,VASELINE GUAZE 10CMX10CM B/10 (TULLE GRAS),Non catégorisé,0,0,0,,,D728DAB1-752C-4CEA-BFB0-5FBAAE1730E0
735,VOLTAREN 75MG CPR BT30,Médicaments,1150,1850,0,1/10/2027 12:00:00 AM,,D4B71D2F-3E20-4326-B99D-5FCF2D0FD25C
121,RHINATHIOL PROMETHAZINE SP 125ML,Non catégorisé,990,0,14,,990000,AF8D3112-56AF-4A8C-A099-5FE574BA8507
272,GENTAMICINE PAN INJ 80MG/2ML,Non catégorisé,1980,0,5,,1980000,6F4C8655-7CB9-409C-99B5-601E55027C09
699,OROKEN 200MG CPR B8,Non catégorisé,2800,2900,0,1/3/2027 12:00:00 AM,,42577D1B-16CB-4058-BC07-60A4F6B3588F
1324,NUCLEO FORTE  GEL B20,Médicaments,1800,1900,5,,,CCCF62E8-8050-4774-B917-60C9D15C65F6
1046,DEFAL CPR 30 MG B10,Non catégorisé,2400,2600,9,,,78A53A95-9A0B-41EF-B2DF-612E000BB861
1262,KLAMER 250 MG,Sirop,1300,1350,16,,,C966DB15-EA7F-4779-992E-61646540F998
1191,FLUOCARIL KIDS FRAIS 0 a 6 ans T 75ML,Para-médical,0,750,9,,,37D7430D-D4F7-4067-BDD0-6179E70698B1
443,CERULYSE GTTES AUR.FL10ML,Non catégorisé,650,750,8,,,5F11477C-9EC0-4EE8-BE86-618302A7C0EB
261,AMLOR GELU 5MG BT30,Non catégorisé,1470,0,4,,1470000,462913AD-B9D8-4DAF-A16C-61B50A90C282
68,FERO B12 SUSP BUV FL200ML,Non catégorisé,0,0,10,,,BB47FF03-94C2-4C40-A42B-625A3231B480
778,GRANIONS VITAMINERIS ENERGIE B/30 CPS EFF,Non catégorisé,2210,2300,1,,,067DFFED-12A6-422A-B86D-632CC23A615A
700,LOPERAMIDE SANDOZ 2 MG 20GEL,Non catégorisé,700,750,7,1/6/2027 12:00:00 AM,,9A541E1C-2964-48E3-B4AB-6340357758CC
368,FEROGLOBIN B12 30CAP,Médicaments,770,1100,38,1/1/2028 12:00:00 AM,,53C461D5-B35D-4D69-996B-6431BBBDFC6C
291,TETANUS ANTITOXIN 1500 I.U 1ML,Non catégorisé,750,0,0,,750000,3B2B51D0-A5D1-4391-ADBE-64933D1CC0BD
830,BOTTLE WB PP ORANGE UNI 250 MED SIL,Non catégorisé,1636,1740,6,,,0DA56FD8-5146-488A-9FB8-64CE8DE3D5E3
988,DACRYOSERUM SOL POHTUNID B/20,Collyre,2300,2450,4,,,5055838C-CB5D-4910-9877-65207721A20D
132,GRANIONS VITAMINERIS ENERGIE B/30 CPS EFF,Non catégorisé,2210,0,2,,2210000,4B80C920-DA75-4D35-95B3-65396BC89094
24,AZITRO 500MG 3TB DR (AZITHROMYCIN),Médicaments,750,0,0,1/1/2029 12:00:00 AM,,AC284DAD-1A71-4415-8807-6597A202C197
34,GLUCOVANCE CPR 500/5MG BT30,Médicaments,1250,1550,7,1/8/2026 12:00:00 AM,,F653A14F-02E8-4835-9A1F-65A6513F8977
420,ATENOLOL DENK 50 MG B/100 COMP,Non catégorisé,2500,0,0,,,C9279FAE-983D-40AC-B2CB-65A72EC5E117
1287,AVLOCARDYL 40MG BT/50 COM ( PROPRANOLOL),Non catégorisé,1200,1300,5,,,6DF8B81C-DD4D-4F97-A7C2-65E3BDB0CBCA
911,WHISKY RED MEN DEO. SPRAY 150 ML      0,Non catégorisé,525,750,2,,,3D49BE89-CD31-424B-A290-65FAF84346D0
861,BPH FAMILY MASQUE COCO CHEV  COLORES250ML,Non catégorisé,572,850,3,,,95E60AC4-3A1E-4A34-9BED-6600B9EFE007
251,DIAMOX 250 MG CPR BT24,Non catégorisé,1400,0,4,,1400000,CF2A37E3-4E7C-4714-980E-660F6C95E321
800,GELU BT60,Non catégorisé,2660,2760,2,,,8E19253F-F045-467D-820C-66248137987E
161,PEDIAKID GEL PREMIERES DENTS 15ML,Sirop,1850,2000,8,,,CE09E2B4-1F43-4091-B451-66B789C644D1
691,COQUELUSEDAL SUPPO ENF B/10,Suppositoire,650,700,2,1/7/2026 12:00:00 AM,,C3DC70A6-AAB0-41B2-9A9A-66BA178378B3
345,DEXERYL CRE TB 250 G,Crème,1850,1950,13,,,E94CB4BE-4D47-4EAC-BEE8-66BD04F8A312
70,VITAMINE C 500MG A CPR,Non catégorisé,0,0,0,,,218F86F4-1E45-40A5-A736-6720905163DE
792,PEDIAKID NEZ-GORGE SIROP  125ML,Sirop,3410,2600,15,,,8F1573DC-A5D5-4417-B2E1-67294EEF2096
530,NORFIX 400MG CPR PELL PLQ10,Médicaments,1150,1200,1,1/3/2027 12:00:00 AM,,E2027157-2295-48DD-A17B-679C21AD0B10
235,DUSPATALIN 100MG 50DRJ,Non catégorisé,1190,1250,4,,,8EBBE99B-783F-4BAC-A5E1-67C7FF236305
894,EVOLUDERM GEL NETTOYANT VIT.C SOOML,Non catégorisé,908,1350,6,,,BE3B697D-2A1D-467F-A984-67D3F64F5E9F
1030,INONGAN  CREME,Crème,350,450,8,1/10/2028 12:00:00 AM,,D0109DE9-8FE2-4F76-B0E0-681502C4D672
195,CYSTONE TABLETS 60,Médicaments,1310,1360,3,,,60130EFD-FDD9-40A2-B615-6823F079A38E
36,MICROVAL CPR BT1*28,Médicaments,450,850,7,1/9/2027 12:00:00 AM,,B8653FF5-8B37-4C2D-B20E-682BD1B727A6
335,KLAMER 125MG 70ML SUSP( CALRITHROMYCINE ),Sirop,700,1050,8,,,3E2B713C-E2A7-4C80-8F35-6888AAB14296
304,ARNICAN 4% CRM TUB 50G,Non catégorisé,750,0,2,,750000,D6E46B7D-1902-4963-BAAA-68931CCD4767
318,TEGRETOL LP 400MG CPR SECABLE 30,Non catégorisé,2250,0,2,,2250000,6A50355F-88F4-48B8-BFA7-689D9B8A3D16
915,EVOLUDERM DEO THE VERT & CONCOMBRE 24H 200ML                                                                     y,Non catégorisé,504,750,6,,,A61D365F-C115-491A-BFFF-68AF579E522A
872,FW SAVON GOMMANT 200 GR.,Non catégorisé,874,1250,11,,,2BCF00E4-43F2-4B7A-AFBC-68DA03852B33
764,ASPIRIN 100MG TAB 20DR,Médicaments,650,750,47,1/9/2028 12:00:00 AM,,842314B9-7080-4653-A850-68DB1063CD53
920,COLGATE BAD TRIPLE ACTION MEDIUM,Non catégorisé,329,600,7,,,C6D87ABB-3463-4C2D-BC6A-691AC1A8C5D1
1143,GRISTAL NOURRISSONS SUPP,Suppositoire,0,600,3,,,55C5C683-D57B-443D-BE64-6980725759F2
1266,PICOT 2-2EME AGE,Lait,1200,1250,0,,,B526D964-C9D7-4E97-BC1A-699B4BADB392
150,DOPPELHERZ VITAMINS FOR DIABETIC 30TABLET,Non catégorisé,1250,0,3,,1250000,6960EA29-8842-4401-9508-69AA0D1E6A30
462,EFFERALGAN 250MG BT12SACHETS,Non catégorisé,400,500,6,,,540A447C-8E3C-4216-A291-69CA0C496A5D
1083,OMEECAN (OMEPERZOL 20MG 15 CAP,Non catégorisé,400,400,39,,,8AF9AA03-5D20-49A1-977C-69DDA513AA24
143,DOPPELHERZ AKTIV SELEN 100UG 30TAB,Médicaments,970,1020,3,,,46534E09-FB04-4E02-AB38-69E9506CE843
875,FW CREME TUBE 50.ML                                    -,Non catégorisé,790,1100,8,,,00D055DD-CA4E-4C0D-AD3E-6A331D083777
1318,DOXYCYCLINE  MYLAN 100MG  15 CP,Médicaments,0,1000,10,,,AD0F7E70-677E-4DDE-9FDC-6A347014BF09
908,WHISKY SPORT MEN DEO. SPRAY 150 ML,Non catégorisé,525,750,6,,,E3F48894-73D0-48D0-B7F1-6A75835C389B
170,PARACO-DENK 1000/6 MG B/10 SUPP,Non catégorisé,1420,1500,2,,,9A196271-C108-4344-BB4B-6A9DC82E5CBE
1056,DIMRA 20 tab,Non catégorisé,800,900,10,,,DA7248DE-DADE-483F-B9CA-6AA42FE3C53A
1188,PAINOR INJECTABLE,Para-médical,0,350,7,,,D4829C50-C159-40FA-AA96-6AD5894D8387
334,KLAMER 500 MG 14TB,Non catégorisé,1550,1650,8,,,6934B0AB-5FC1-4580-9E17-6B065C8EF23A
633,XATRAL DN LP 10MG 30TAB,Médicaments,1100,1150,10,1/12/2027 12:00:00 AM,,A988977A-7B4E-4EC0-82C3-6B1775CB2B7C
815,DESLORATADINE -GH 0.5MG SUSP BUV F/60ML,Suppositoire,950,950,17,,,4F3C26DF-BBED-42AF-A862-6B305CB2DF9D
324,CATHATER COURT IV 24G JAUNE,Non catégorisé,80,100,92,,,D9842CAF-A2B3-4A80-91EB-6BD50FC1ACB5
39,ALFUZOSINE MYL LP 10MG CAPS B/3,Médicaments,2600,2700,2,1/3/2027 12:00:00 AM,,76403235-F083-4B1B-87B1-6BE1F896BC94
1040,Aldactone A 25mg tablet,Non catégorisé,0,0,0,,,3F1ABA94-8F97-4E53-918D-6BE613EB9895
731,GLUCOPHAGE 1000MG CPR B/30 FR,Non catégorisé,1050,1150,5,1/8/2026 12:00:00 AM,,D3FC9393-5A71-4891-99CD-6C01B886C69F
592,DEXTROSE GLUCOSE 500ML,Non catégorisé,300,350,35,,,D2DD600D-ACDF-456E-9C45-6C0CD5E51E51
647,fervex,Sachet,0,0,0,1/3/2027 12:00:00 AM,,9BF61A04-CD86-4ECE-B0BD-6C1606720C67
22,TADALAFIL MYLAN 20MG 8 CPS,Médicaments,900,1000,10,1/12/2027 12:00:00 AM,,2DEC0144-E6D8-4E37-9C97-6C2A9DA84E68
444,CETIRIZINE SANDOZ 10MG B/15,Non catégorisé,800,600,2,,,90A1F941-D984-4DC0-B0CA-6C442BA21227
829,BOTTLE WB PP GREEN BOY 250 MED,Non catégorisé,1636,1740,6,,,8662F9B2-FED5-45B4-8F3F-6C70CE050FF8
914,EVOLUDERM DEO NUAGE DE COTON SPRAY 200ML,Non catégorisé,504,750,6,,,C82DC7F7-ED63-4AA9-BD25-6C81FFC7BFAC
305,PIVALONE SUSP NAS 1PC FL 10ML,Non catégorisé,950,0,0,,950000,389A3B50-C8C7-4997-AFA1-6CC1C0BB09F5
546,OXYBOLDINE CPR BT24,Non catégorisé,900,0,0,,,10A30D29-0D93-4AF1-A0E0-6CD613BCAA73
398,AERIUS ORAL SOL SSUCRE FL60ML,Non catégorisé,1300,1300,10,,,7A2477C1-C5DF-4A5C-8EEE-6CE9CC0720DA
95,DOLIPRANE EFF 1G B/8,Non catégorisé,0,0,0,,,B8A9BFBA-CCDC-4FB8-A601-6CEE080BE382
539,OMEPRAZOLE MYLAN 20MG 28GEL,Médicaments,1250,1150,0,1/11/2026 12:00:00 AM,,A65D8D28-75CF-4112-84E1-6CF58BA469B7
202,CUTACNYL 5% GEL DERM 40G,Non catégorisé,830,0,3,,830000,23A07AE7-B7C7-4588-8B78-6CFB8B9999AC
747,MICONAZ(EG)2% ORAL GEL TB20G,Médicaments,450,600,0,1/5/2029 12:00:00 AM,,DFABE71B-5EE8-49FE-9806-6D54837B8719
